,Unnamed: 0,placekey,safegraph_place_id,parent_placekey,parent_safegraph_place_id,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_opened_since,tracking_closed_since
2063195,1043159,222-222@5r8-g32-st9,sg:140397a0c0cf4f998291a0e2c22d6ca5,,,State Farm,SG_BRAND_1eeccf353a7dd8a1ad3b37c746fc6d82,State Farm,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,36.368077,-96.018148,1225 W Rogers Blvd,Skiatook,OK,74070,US,19183964222.0,"{ ""Mon"": [[""8:30"", ""17:00""]], ""Tue"": [[""8:30"", ""17:00""]], ""Wed"": [[""8:30"", ""17:00""]], ""Thu"": [[""8:30"", ""17:00""]], ""Fri"": [[""8:30"", ""13:00""]], ""Sat"": [], ""Sun"": [] }",,,,,
2082961,1062945,zzw-223@5r8-dxs-yjv,sg:1af86a62479944d795d3e94965552927,,,Cup'n'Cake,,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,36.748418,-95.979009,518 S Keeler Ave,Bartlesville,OK,74003,US,19188152917.0,"{ ""Mon"": [[""7:00"", ""16:00""]], ""Tue"": [[""7:00"", ""16:00""]], ""Wed"": [[""7:00"", ""16:00""]], ""Thu"": [[""7:00"", ""16:00""]], ""Fri"": [[""7:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }","Sandwich Shop,Bagel Shop,Bakery",,,,2019-07
2087872,1067862,226-224@5r8-g2x-3h5,sg:5ce248e813f948cbb5ebbef9cdc5c7f8,,,CannaCove 420,,,Drugs and Druggists' Sundries Merchant Wholesalers,Drugs and Druggists' Sundries Merchant Wholesalers,424210.0,36.368131,-96.002904,201 W Rogers Blvd Ste 1,Skiatook,OK,74070,US,,,,,,,2019-07
2088108,1068098,225-222@5r8-g2x-fxq,sg:6c0472478bd045f29e1fc800a8880440,,,Jackson Hewitt Tax Service,SG_BRAND_83bae7a11a4b9f1fb651baa1b26a2ec4,Jackson Hewitt Tax Service,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Tax Preparation Services,541213.0,36.36816,-96.012929,747 W Rogers Blvd Ste B,Skiatook,OK,74070,US,,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""11:00"", ""18:00""]], ""Sun"": [[""13:00"", ""17:00""]] }",,,,,2019-07
2099886,1079888,zzy-223@5r8-hrf-ygk,sg:69f7ddf0bdab48378f20ddca184b9607,zzy-222@5r8-hrf-ygk,sg:505c65a4fb2942f0a7051450225b1086,Jackpot Bar And Grill,,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,36.463877,-96.39389,39 Deer Ave,Hominy,OK,74035,US,,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [[""11:00"", ""21:00""]] }","Burgers,Sandwich Shop,Deli",,,,2019-07
2100099,1080101,222-222@5r8-dx8-dqf,sg:76d408fe9de24f0d811da877b1f617f5,,,Morrison Vac Truck Services,,,Remediation and Other Waste Management Services,Septic Tank and Related Services,562991.0,36.903024,-96.203422,44596 State Highway 99,Pawhuska,OK,74056,US,19184404897.0,,,,,,2019-07
2102025,1082027,zzw-223@5r8-g2x-3nq,sg:f632780c637c4a28995436cbdd46a4d8,,,Brown Cow,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,36.368173,-96.003912,229 W Rogers Blvd,Skiatook,OK,74070,US,19183960579.0,"{ ""Mon"": [[""5:00"", ""14:00""]], ""Tue"": [[""5:00"", ""14:00""]], ""Wed"": [[""5:00"", ""14:00""]], ""Thu"": [[""5:00"", ""14:00""]], ""Fri"": [[""5:00"", ""14:00""]], ""Sat"": [[""5:00"", ""14:00""]], ""Sun"": [[""5:00"", ""14:00""]] }",Brunch,,,,2019-07
2132743,30630,zzy-225@5r8-dcp-zmk,sg:b094c60eee104ca2b58a563d7038f5b9,,,Pappin Cemetery,,,Death Care Services,Cemeteries and Crematories,812220.0,36.674038,-96.280949,County Road 4230,Pawhuska,OK,74056,US,,,,,,,2019-07
2144416,42317,222-222@5r8-drv-9fz,sg:93ac5738ae944b0fbcb379a4b88b1251,,,Barnsdall Nursing Home,,,Nursing Care Facilities (Skilled Nursing Facilities),Nursing Care Facilities (Skilled Nursing Facilities),623110.0,36.558105,-96.159978,411 S 4th St,Barnsdall,OK,74002,US,19188472572.0,,,,,,2019-07
2149548,47452,zzy-224@5r8-h9h-qj9,sg:e4332532460a4a319977c9638121a582,,,Hominy Cemetery,,,Death Care Services,Cemeteries and Crematories,812220.0,36.310252,-96.464253,County Road 5244,Hominy,OK,74035,US,,,,,,,2019-07
2151022,48927,223-223@5r8-dnf-sdv,sg:3f990123b34c471c998351309db361cd,,,Kum & Go,SG_BRAND_8cbbed97825f0c668434665662369635,Kum & Go,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,36.669683,-96.314646,2101 E Main St,Pawhuska,OK,74056,US,,,,,,2019-07,2019-07
2151735,49641,222-223@5r8-g32-rrk,sg:6d57ced280504b62a5c92b03019eaa7f,,,Skiatook Chiropractic Clinic,,,Offices of Other Health Practitioners,Offices of Chiropractors,621310.0,36.367403,-96.019437,203 S Hominy Ave,Skiatook,OK,74070,US,19183969000.0,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
2152850,50756,zzy-222@5r8-dks-bhq,sg:b58c14b584d04b1bb765f07650fa1fe7,,,City of Pawhuska OK Pawhuska Plant,,,"Electric Power Generation, Transmission and Distribution",Fossil Fuel Electric Power Generation,221112.0,36.669542,-96.347495,701 West 10th,Pawhuska,OK,74056,US,,,,,,,2019-07
2166676,64597,222-222@5r8-g2x-g8v,sg:22730707b24440d9848535e745a07cb6,,,Murphy USA,SG_BRAND_00ae747ff5ad20e83df439ab616ecc35,Murphy USA,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,36.369129,-96.012543,706 W Rogers Blvd,Skiatook,OK,74070,US,19183962256.0,,,,,2019-11,2019-07
2173297,71222,223-222@5r8-dnf-sdv,sg:bf32bd1c07774b8a96cd01ef232275f6,223-223@5r8-dnf-sdv,sg:3f990123b34c471c998351309db361cd,Western Union,SG_BRAND_9ee39f394d21a7f4848ab78a78da00c3,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390.0,36.669497,-96.31459,2101 E Main St,Pawhuska,OK,74056,US,,,,,,2021-02,2021-02
2174497,72423,222-222@5r8-hr8-yy9,sg:0ae4fa29c310491a8d81335934ce1ebc,,,Dick Conner Correctional Center,,,"Justice, Public Order, and Safety Activities",Correctional Institutions,922140.0,36.469,-96.393726,129 Conner Rd,Hominy,OK,74035,US,19185941300.0,,,,,,2019-07
2176822,74748,zzz-222@5r8-hvx-r6k,sg:9d5119f82dcd44a287103f71859647ab,,,Twin Points Recreation Area,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190.0,36.382122,-96.212399,Ok 20,Skiatook,OK,74070,US,,,,,,,2019-07
2178266,76195,zzw-223@5r8-g2z-vpv,sg:fa93734e72e441d49c94760127b773b3,zzw-222@5r8-g2z-vpv,sg:1a7d36cd128b47fe97584c62e3357934,Access Medical Centers,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,36.368123,-96.028428,2254 W Rogers Blvd,Skiatook,OK,74070,US,,"{ ""Mon"": [[""8:00"", ""20:00""]], ""Tue"": [[""8:00"", ""20:00""]], ""Wed"": [[""8:00"", ""20:00""]], ""Thu"": [[""8:00"", ""20:00""]], ""Fri"": [[""8:00"", ""20:00""]], ""Sat"": [[""9:00"", ""16:00""]], ""Sun"": [[""9:00"", ""16:00""]] }",,,,,2019-07
2190544,88481,226-223@5r8-dks-8d9,sg:f5298d57bdb1409bb46aff6a25950f54,,,Dollhouse Road Brewing,,,Beverage Manufacturing,Breweries,312120.0,36.664101,-96.343151,301 W Main St,Pawhuska,OK,74056,US,19184409783.0,,,,,,2019-07
2202958,100911,228-222@5r8-dy3-3h5,sg:fd09a5c6119d47b5bfdd3ed5be1c55d7,,,Hill Dermatology,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,36.750623,-95.974186,309 SE Frank Phillips Blvd,Bartlesville,OK,74003,US,19182148888.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""12:00""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
2224013,121989,224-222@5r8-dnf-5zz,sg:1acc6d2e38bd4f8c918c360ab099096f,,,Garden Center of Pawhuska,,,Lawn and Garden Equipment and Supplies Stores,"Nursery, Garden Center, and Farm Supply Stores",444220.0,36.663137,-96.339232,120 E Main St,Pawhuska,OK,74056,US,19182377654.0,"{ ""Mon"": [[""10:00"", ""17:00""]], ""Tue"": [[""10:00"", ""17:00""]], ""Wed"": [[""10:00"", ""17:00""]], ""Thu"": [[""10:00"", ""17:00""]], ""Fri"": [[""10:00"", ""17:00""]], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [] }",,,,,2019-07
2231061,129041,222-223@5r8-dm6-mkz,sg:d7d5d0b358ea49b3bf0a9e0c8d700f5a,,,Moccasin Creek Disc Golf Course,,,Other Amusement and Recreation Industries,Golf Courses and Country Clubs,713910.0,36.599851,-96.305925,22005 State Highway 99,Pawhuska,OK,74056,US,,,,,,,2019-07
2235518,133507,222-222@5r8-dxs-xbk,sg:f505bb1f4b964e90b7f287cdee80ebef,,,Sonic,SG_BRAND_bb5459bf19132d4dc1340654c17331df,Sonic,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,36.746532,-95.980699,271 SW Adams Blvd,Bartlesville,OK,74003,US,19183373660.0,"{ ""Mon"": [[""6:00"", ""23:00""]], ""Tue"": [[""6:00"", ""23:00""]], ""Wed"": [[""6:00"", ""23:00""]], ""Thu"": [[""6:00"", ""23:00""]], ""Fri"": [[""6:00"", ""24:00""]], ""Sat"": [[""6:00"", ""24:00""]], ""Sun"": [[""6:00"", ""23:00""]] }","Ice Cream Shop,Lunch,Fast Food,Drive Through,Breakfast,Take Out and Delivery Only,Dessert,Dinner,Burgers",,,,2019-07
2273393,171425,222-222@5r8-g32-75z,sg:479f2cccc551483a8b6f650df3e307e9,,,MFA Oil,SG_BRAND_4b265686de98393b,MFA Oil,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,36.368891,-96.042808,4625 W Rogers Blvd,Skiatook,OK,74070,US,19183964010.0,"{ ""Mon"": [[""8:00"", ""16:00""]], ""Tue"": [[""8:00"", ""16:00""]], ""Wed"": [[""8:00"", ""16:00""]], ""Thu"": [[""8:00"", ""16:00""]], ""Fri"": [[""8:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
2310955,209033,zzy-222@5r8-hyb-3t9,sg:816b228fcf9f49149a0724198837fe87,,,Hedrick Rick,,,Religious Organizations,Religious Organizations,813110.0,36.416169,-96.234111,3494 County Rd 2535,Skiatook,OK,74070,US,19183969629.0,,,,,,2019-07
2327262,225360,222-222@5r8-dxt-c3q,sg:7e4926b41ebc4a89a3b936b045fc0405,,,Boys & Girls Clubs of America,SG_BRAND_f30b03559d204ae5fa8ea7c6d0f38fb6,Boys & Girls Clubs of America,Individual and Family Services,Child and Youth Services,624110.0,36.750551,-95.987371,401 S Seminole Ave,Bartlesville,OK,74003,US,19183363636.0,,,,,2020-04,2020-04
2329451,227553,224-222@5r8-dxt-bkz,sg:0baf65522f3840eab6b9fc7a93a1503d,,,Truitt's Brake & Alignment,,,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310.0,36.753137,-95.992483,1315 W Hensley Blvd,Bartlesville,OK,74003,US,19183363050.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
2330264,228366,zzw-222@5r8-drt-b8v,sg:3cf7bac6d65e4b9c95bb21658f1d62d5,,,Barnsdall Hs,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,36.560596,-96.16706,200 S 8th St,Barnsdall,OK,74002,US,,,,,,,2019-07
2356188,254319,zzw-222@5r8-dnf-8jv,sg:9ef85db5e82d4f118eaf50970a126bd5,,,Osage Tribal Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,712110.0,36.667779,-96.339917,819 Grandview Ave,Pawhuska,OK,74056,US,19182875441.0,,,,,,2019-07
2360563,258700,22g-222@5r8-dxs-yn5,sg:b8e905fbe95048f4908d3045bec7e039,,,Native Uniques,,,Clothing Stores,Women's Clothing Stores,448120.0,36.750974,-95.977122,101 SE Frank Phillips Blvd,Bartlesville,OK,74003,US,19184403131.0,"{ ""Mon"": [], ""Tue"": [[""10:00"", ""15:00""]], ""Wed"": [[""10:00"", ""15:00""]], ""Thu"": [[""10:00"", ""15:00""]], ""Fri"": [[""10:00"", ""15:00""]], ""Sat"": [[""10:00"", ""15:00""]], ""Sun"": [] }",,,,,2019-07
2365713,263855,zzw-222@5r8-hsk-snq,sg:fd343e640b9f4f2bbc0659c59b912db7,,,Hominy Diner,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,36.415873,-96.394653,111 W Main St,Hominy,OK,74035,US,19188852315.0,,,,2020-08,,2019-07
2385429,283591,224-222@5r8-dxt-zxq,sg:e03b7f8d52764271a807f4c17b082537,,,The Hub,,,Religious Organizations,Religious Organizations,813110.0,36.724264,-95.978997,2101 Dewey Pl,Bartlesville,OK,74003,US,,,,,,,2019-07
2404605,302781,22h-223@5r8-hsk-snq,sg:99bf7c74f5b5467691963a8f4847ffc4,,,Miller Insurance Agency,,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,36.415407,-96.394681,112 W Main St,Hominy,OK,74035,US,19188856523.0,,,,,,2019-07
2408337,306518,222-222@5r8-dnf-vvf,sg:8aa199cea781421abbebce8b46236a60,,,Pawhuska Hs,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,36.674294,-96.330208,621 E 15th St,Pawhuska,OK,74056,US,19182871266.0,,,,,,2019-07
2416484,314674,zzz-222@5r8-hxs-q9f,sg:8a9bdb5d865c4a4d8a60490f572c27c8,,,Osage Recreation Area,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190.0,36.379195,-96.15497,Ok 20,Skiatook,OK,74070,US,,,,,,,2019-07
2417214,315406,223-222@5r8-dnf-4n5,sg:bb58172fcbcb43d2bfde2cbab268d306,,,The Cottage Relatively Near the Prairie,,,Personal and Household Goods Repair and Maintenance,Other Personal and Household Goods Repair and Maintenance,811490.0,36.665826,-96.336199,220 E 8th St,Pawhuska,OK,74056,US,19187060770.0,,,,,,2019-07
2438116,336331,226-222@5r8-g32-rrk,sg:e374c991d8fc4a18b237c37332132b75,,,Advance America,SG_BRAND_dc0bbdb488807ce,Advance America,Nondepository Credit Intermediation,Consumer Lending,522291.0,36.367753,-96.018923,1355 W Rogers Blvd Ste 4,Skiatook,OK,74070,US,19183961009.0,,,,2020-08,2019-07,2019-07
2440766,338983,zzw-222@5r8-hst-dqf,sg:86e545785f1b4f918f23d5aecaff1072,,,Hominy Muni Airport,,,Support Activities for Air Transportation,Other Airport Operations,488119.0,36.441927,-96.387721,Hominy Muni Airport,Hominy,OK,74035,US,,,,,,,2019-07
2444621,342846,zzw-222@5r8-dxt-59f,sg:7d2114e5f13e4339bebc198b2f3296a7,,,Central Ms,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,36.74439,-95.973902,408 E 9th St,Bartlesville,OK,74003,US,19183369302.0,,,,,,2019-07
2450196,348427,223-222@5r8-dy5-33q,sg:e0249d9d095a4a2497e8dc5e1a25e320,,,Nanking Restaurant,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,36.751836,-95.998303,1744 SW Frank Phillips Blvd,Bartlesville,OK,74003,US,19183369306.0,,,,,,2019-07
2458337,356578,zzw-222@5r8-dnd-zj9,sg:e647146024524a7f81b3374c6f296197,,,Lynn Baptist Church,,,Religious Organizations,Religious Organizations,813110.0,36.655155,-96.322351,314 Midland Ave,Pawhuska,OK,74056,US,19182873322.0,,,,,,2019-07
2463585,361833,222-222@5r8-g2z-mhq,sg:327c2af5a25243558012cfa09360d55c,,,Hargis Terry D Dr,,,"Other Professional, Scientific, and Technical Services",Veterinary Services,541940.0,36.372715,-95.991804,15100 N Cincinnati Ave,Skiatook,OK,74070,US,19183961338.0,,,,,,2019-07
2471460,369718,224-222@5r8-g32-td9,sg:2b404d9878754d5dacb27255480a2b4b,,,Dewayne's Garage,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,36.367742,-96.022206,1531 W Rogers Blvd,Skiatook,OK,74070,US,19183960032.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
2471601,369859,224-222@5r8-dy2-yvz,sg:3532470b145946aaa87d41d35cc3bfb6,,,First Christian Church,,,Religious Organizations,Religious Organizations,813110.0,36.747773,-95.97494,520 S Osage Ave,Bartlesville,OK,74003,US,,,,,,,2019-07
2473553,371814,223-222@5r8-dy3-qmk,sg:aab0c02132ba4f61a85275b8a932713e,,,Jt Paint & Design,,,Automotive Repair and Maintenance,"Automotive Body, Paint, and Interior Repair and Maintenance",811121.0,36.754852,-95.964147,301 N Quapaw Ave,Bartlesville,OK,74003,US,19187662399.0,,,,,,2019-07
2483137,381404,224-222@5r8-hsk-s89,sg:16a76fd7e22847ffae178056989c143f,,,Los Tres Hermanos Mexican Restaurant,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,36.415101,-96.396717,105 S Katy Ave,Hominy,OK,74035,US,19185782191.0,,Mexican Food,,,,2019-07
2487964,386240,zzy-222@5r8-dw8-zmk,sg:4b84511306674d09b980b11651051aa2,,,Bowring Baptist Church,,,Religious Organizations,Religious Organizations,813110.0,36.877556,-96.118928,NW Of City,Bartlesville,OK,74003,US,19183368576.0,,,,,,2019-07
2516014,414309,222-222@5r8-g34-b8v,sg:3a7c340536c643208ff0a37d8114daaa,,,Skiatook Assembly of God Church,,,Religious Organizations,Religious Organizations,813110.0,36.354645,-96.002415,1500 S Osage St,Skiatook,OK,74070,US,19183961973.0,,,,,,2019-07
2522899,421200,22c-222@5r8-dxz-bkz,sg:f389f0d87a4d458fb3ae18eb9bfd053c,,,Tate Boys Tire & Service,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,36.752276,-95.976657,106 E 2nd St,Bartlesville,OK,74003,US,19188765255.0,"{ ""Mon"": [[""7:30"", ""17:30""]], ""Tue"": [[""7:30"", ""17:30""]], ""Wed"": [[""7:30"", ""17:30""]], ""Thu"": [[""7:30"", ""17:30""]], ""Fri"": [[""7:30"", ""17:30""]], ""Sat"": [[""8:00"", ""12:00""]], ""Sun"": [] }",,,,,2019-07
2523773,422074,zzy-222@5r8-ht8-qvf,sg:27aee8476d6a433f8b36d476948aabf6,,,Wynona Es,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,36.547939,-96.328577,108 W 3rd,Wynona,OK,74084,US,,,,,,,2019-07
2529681,427990,zzw-224@5r8-dxs-yn5,sg:9d92661fbda24f3285a629eced526f39,,,Shorties Grille,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,36.750409000000005,-95.976474,319 1/2 S Dewey Ave,Bartlesville,OK,74003,US,19183316868.0,,"Mexican Food,Truck or Cart",,,,2019-07
2550941,449276,zzw-225@5r8-hsm-rtv,sg:e25957dbc45f450d95b4f002eecfe0f6,,,Hominy Ms,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,36.413603,-96.390822,200 S Pettit Ave,Hominy,OK,74035,US,19188856253.0,,,,,,2019-07
2550955,449290,222-222@5r8-f2d-vvf,sg:e386b38de8eb4deeaf7a06b34cb05163,,,Hertz,SG_BRAND_f373520f32c8e017a3a42344b5706960,Hertz,Automotive Equipment Rental and Leasing,Passenger Car Rental,532111.0,36.766477,-96.00901,2005 Wiley Post Rd,Bartlesville,OK,74003,US,,,,2020-02,,2020-01,2020-01
2559969,458311,zzw-222@5r8-dxz-bkz,sg:16c31af30ae945e694f89455dd749085,,,AAA,SG_BRAND_b1d21ba5beb3e781,AAA,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,36.75144,-95.976589,112 SE Frank Phillips Blvd,Bartlesville,OK,74003,US,19183373737.0,"{ ""Mon"": [[""8:30"", ""17:00""]], ""Tue"": [[""8:30"", ""17:00""]], ""Wed"": [[""8:30"", ""17:00""]], ""Thu"": [[""8:30"", ""17:00""]], ""Fri"": [[""8:30"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
2566435,464785,zzz-222@5r8-dxz-d7q,sg:b6c8bd872ccb44b98746724dbbb51666,,,Johnstone Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190.0,36.757171,-95.971232,198 N Dewey Ave,Bartlesville,OK,74003,US,,,,,,,2019-07
2585574,483949,zzy-222@5r8-fn6-kmk,sg:7099af6b9515400c8feee053f53aa61c,,,Landons Lounge,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,36.296529,-95.991855,108 N Cincinnati Ave,Sperry,OK,74070,US,,,Mexican Food,,,,2019-07
2591965,490345,226-222@5r8-dxv-rtv,sg:0fa5c7cee9db45d39476358cf79da7f4,,,Bartlesville Braces,,,Offices of Dentists,Offices of Dentists,621210.0,36.731178,-95.974176,1820 Hillcrest Dr,Bartlesville,OK,74003,US,19183366789.0,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""7:30"", ""17:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
2606003,504388,zzy-226@5r8-f28-gp9,sg:91fbe97d4be641a49e7fefc98ccbb9d2,222-222@5r8-f28-f75,sg:be632102eede4d93bd12e3bf23cb17c8,Dykstra Gary T DO,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,36.75235,-95.94104,Medical Park Ctr,Bartlesville,OK,74003,US,,,,,,,2019-07
2608319,506706,223-222@5r8-g42-xt9,sg:23fb3a920c6d4c1997e1f5c973a13284,,,Now Go Ministries Inc,,,Religious Organizations,Religious Organizations,813110.0,36.389865,-96.048081,5067 Woodland Dr,Skiatook,OK,74070,US,,,,,,,2019-07
2620867,519272,zzy-222@5r8-drt-kcq,sg:3f2567675e5f422a97b099da452cb2b2,,,Sinclair Oil,SG_BRAND_a57232142367eb326bf60ca1d7660233,Sinclair Oil,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,36.557646000000005,-96.161388,501 S 5th St,Barnsdall,OK,74002,US,,,,,,2020-12,2019-07
2620933,519338,22c-222@5r8-dnc-jy9,sg:4295bbbc656e440b9877a81403a32777,,,Pawhuska Head Start,,,Child Day Care Services,Child Day Care Services,624410.0,36.672482,-96.337411,1425 Lynn Ave,Pawhuska,OK,74056,US,19182871611.0,,,,,,2019-07
2625086,523496,zzw-222@5r8-dxs-xdv,sg:5160a2e81e5746d3aa3852c25df33af3,,,St John Catholic School,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,36.745425,-95.97981,816 S Keeler Ave,Bartlesville,OK,74003,US,,,,,,,2019-07
2625512,523922,zzw-222@5r8-f2f-92k,sg:6b8b8c6027ea42a6af8a94be65718f9d,,,Williams Computer Repair,,,Electronics and Appliance Stores,Electronics Stores,443142.0,36.781498,-95.995056,527 Highland Dr,Bartlesville,OK,74003,US,19183971108.0,,,,,,2019-07
2625713,524123,222-222@5r8-g2x-47q,sg:75dcdcc09ecd448bb8c49192fb4b3a9e,,,Immanuel Baptist Church of Skiatook,,,Religious Organizations,Religious Organizations,813110.0,36.364916,-95.99892,625 S Broadway St,Skiatook,OK,74070,US,19183962269.0,,,,,,2019-07
2632603,531016,zzy-222@5r8-dsf-tn5,sg:2aaec39a382d4eb49192e1db0517bff8,,,James Bigheart Cemetery,,,Death Care Services,Cemeteries and Crematories,812220.0,36.555298,-96.151198,James Bigheart Cemetery,Barnsdall,OK,74002,US,,,,,,,2019-07
2644151,542580,zzw-222@5r8-drt-ch5,sg:042fc39d23b3407e91b80de3e9fe9544,,,Barnsdall Es,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,36.559073,-96.168532,401 N 10th St,Barnsdall,OK,74002,US,19188472731.0,,,,,,2019-07
2649964,548399,222-222@5r8-g2x-5pv,sg:71d44152f8464aef8f2b5926e1428eb5,,,Dollar General,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319.0,36.368797,-95.995637,519 E Rogers Blvd,Skiatook,OK,74070,US,15395890099.0,,,,,2020-05,2020-05
2655286,553725,zzw-222@5r8-dy3-rhq,sg:c6e4cf54dcf943bc89985dd53e711209,,,Faith Miracle Ministries Inc,,,Religious Organizations,Religious Organizations,813110.0,36.752189,-95.966071,1012 E Hensley Blvd,Bartlesville,OK,74003,US,,,,,,,2019-07
